tool	CPAchecker 1.9	CPAchecker 1.9	CPAchecker 1.9	CPAchecker 1.9
run set	sv-comp18	sv-comp18	sv-comp18	sv-comp18
../../sv-benchmarks/c/	status	cputime (s)	walltime (s)	memory (MB)
reducercommutativity/avg05_true-unreach-call_true-termination.i	unknown	3.716937195	1.3601620950066717	156.524544
reducercommutativity/avg10_true-unreach-call_true-termination.i	unknown	3.860361988	1.3759180749912048	153.559040
reducercommutativity/avg20_true-unreach-call.i	unknown	3.808300969	1.4171589659963502	154.263552
reducercommutativity/avg40_true-unreach-call.i	unknown	3.947814556	1.4846957200061297	166.862848
reducercommutativity/avg60_true-unreach-call.i	unknown	3.829352509	1.3868684470071457	154.894336
reducercommutativity/avg_true-unreach-call_true-termination.i	unknown	3.960234465	1.4914403669972671	191.852544
reducercommutativity/max05_true-unreach-call_true-termination.i	unknown	3.851395032	1.5400942240084987	167.927808
reducercommutativity/max10_true-unreach-call_true-termination.i	unknown	3.717647237	1.3803368649969343	155.840512
reducercommutativity/max20_true-unreach-call.i	unknown	3.656106884	1.3426360070006922	156.147712
reducercommutativity/max40_true-unreach-call.i	unknown	3.715136575	1.3497070820012596	154.685440
reducercommutativity/max60_true-unreach-call.i	unknown	3.838746809	1.4254198809940135	167.632896
reducercommutativity/max_true-unreach-call_true-termination.i	unknown	3.881832933	1.429452891999972	161.464320
reducercommutativity/sep05_true-unreach-call_true-termination.i	unknown	3.604168232	1.3495995510020293	158.564352
reducercommutativity/sep10_true-unreach-call.i	unknown	3.629812717	1.3384019880031701	171.417600
reducercommutativity/sep20_true-unreach-call.i	unknown	3.654480826	1.3400101930019446	159.711232
reducercommutativity/sep40_true-unreach-call.i	unknown	3.933338269	1.483182953990763	149.929984
reducercommutativity/sep60_true-unreach-call.i	unknown	3.572522957	1.3538494050008012	148.639744
reducercommutativity/sep_true-unreach-call_true-termination.i	unknown	3.966850605	1.395924771000864	162.574336
reducercommutativity/sum05_true-unreach-call_true-termination.i	unknown	3.666777453	1.3572745519923046	162.467840
reducercommutativity/sum10_true-unreach-call_true-termination.i	unknown	3.899284299	1.4963339480018476	143.597568
reducercommutativity/sum20_true-unreach-call.i	unknown	3.914742221	1.4267698740004562	154.394624
reducercommutativity/sum40_true-unreach-call.i	unknown	3.740373123	1.3622194320050767	148.365312
reducercommutativity/sum60_true-unreach-call.i	unknown	3.764526445	1.365196394996019	152.530944
reducercommutativity/sum_true-unreach-call_true-termination.i	unknown	4.056359029	1.5346336310030892	160.325632
array-tiling/mlceu_false-unreach-call.i	unknown	3.801907795	1.387057644999004	151.760896
array-tiling/skippedu_false-unreach-call.i	unknown	4.064918643	1.5687732590013184	160.571392
array-tiling/mbpr2_true-unreach-call.i	unknown	3.928810421	1.414625553006772	158.941184
array-tiling/mbpr3_true-unreach-call.i	unknown	4.242647178	1.5739438540040283	179.589120
array-tiling/mbpr4_true-unreach-call.i	unknown	4.15538462	1.505860475008376	156.246016
array-tiling/mbpr5_true-unreach-call.i	unknown	4.144854473	1.5673395479971077	170.082304
array-tiling/nr2_true-unreach-call.i	unknown	3.999139969	1.4078792159998557	168.615936
array-tiling/nr3_true-unreach-call.i	unknown	3.858572453	1.450274778995663	167.399424
array-tiling/nr4_true-unreach-call.i	unknown	3.995169305	1.46768468299706	162.615296
