   BENCHMARK INFORMATION
benchmark definition:    /u/wel2vw/cpa-bmc.xml
name:                    cpa-bmc
run sets:                sv-comp18
date:                    Wed, 2021-09-22 15:55:00 EDT
tool:                    CPAchecker 1.9
tool executable:         ./cpa.sh
options:                 -bmc -heap 10000M -benchmark -timelimit 900s
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    doppio01
os:                      Linux-3.10.0-1127.el7.x86_64-x86_64-with-glibc2.17
cpu:                     Intel Xeon Gold 6130 CPU @ 2.10GHz
- cores:                 64
- max frequency:         3700.0 MHz
- turbo boost enabled:   True
ram:                     134655.91398399998 MB
------------------------------------------------------------



sv-comp18
Run set 1 of 1 with options '-bmc -heap 10000M -benchmark -timelimit 900s' and propertyfile 'None'

inputfile                                                                                                                                                                                                        status                    cpu time   wall time        host
ntdrivers/parport_false-unreach-call.i.cil.c                                                                                                                                                                     ERROR                         9.63        2.69        None
ntdrivers/cdaudio_true-unreach-call.i.cil.c                                                                                                                                                                      unknown                      12.40        3.41        None
ntdrivers/diskperf_true-unreach-call.i.cil.c                                                                                                                                                                     unknown                       7.29        2.12        None
ntdrivers/floppy2_true-unreach-call_true-termination.i.cil.c                                                                                                                                                     unknown                      21.84        8.03        None
ntdrivers/floppy_true-unreach-call_true-valid-memsafety.i.cil.c                                                                                                                                                  unknown                      13.57        4.20        None
ntdrivers/parport_true-unreach-call.i.cil.c                                                                                                                                                                      ERROR                         9.65        2.60        None
ssh/s3_clnt.blast.01_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.86        1.91        None
ssh/s3_clnt.blast.02_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.93        2.00        None
ssh/s3_clnt.blast.03_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.69        1.83        None
ssh/s3_clnt.blast.04_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.49        1.87        None
ssh/s3_srvr.blast.01_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.89        1.96        None
ssh/s3_srvr.blast.02_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.10        2.02        None
ssh/s3_srvr.blast.03_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.85        1.95        None
ssh/s3_srvr.blast.04_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.91        1.90        None
ssh/s3_srvr.blast.06_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.74        1.88        None
ssh/s3_srvr.blast.07_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.07        1.95        None
ssh/s3_srvr.blast.08_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       5.83        1.87        None
ssh/s3_srvr.blast.09_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.02        1.98        None
ssh/s3_srvr.blast.10_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.03        1.97        None
ssh/s3_srvr.blast.11_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.18        2.01        None
ssh/s3_srvr.blast.12_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.11        1.93        None
ssh/s3_srvr.blast.13_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.27        2.08        None
ssh/s3_srvr.blast.14_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.05        1.96        None
ssh/s3_srvr.blast.15_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.37        2.08        None
ssh/s3_srvr.blast.16_false-unreach-call.i.cil.c                                                                                                                                                                  unknown                       6.06        1.92        None
ssh/s3_clnt.blast.01_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.55        1.84        None
ssh/s3_clnt.blast.02_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.76        1.87        None
ssh/s3_clnt.blast.03_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.22        2.16        None
ssh/s3_clnt.blast.04_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.96        2.01        None
ssh/s3_srvr.blast.01_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.69        1.86        None
ssh/s3_srvr.blast.02_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.10        2.04        None
ssh/s3_srvr.blast.06_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.98        1.93        None
ssh/s3_srvr.blast.07_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.97        1.97        None
ssh/s3_srvr.blast.08_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.25        2.24        None
ssh/s3_srvr.blast.09_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.16        2.14        None
ssh/s3_srvr.blast.10_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.67        1.87        None
ssh/s3_srvr.blast.11_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.93        1.90        None
ssh/s3_srvr.blast.12_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.92        1.89        None
ssh/s3_srvr.blast.13_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.10        1.88        None
ssh/s3_srvr.blast.14_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       5.87        1.91        None
ssh/s3_srvr.blast.15_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.10        2.01        None
ssh/s3_srvr.blast.16_true-unreach-call.i.cil.c                                                                                                                                                                   unknown                       6.06        1.99        None
eca-rers2012/Problem01_label15_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.81        2.10        None
eca-rers2012/Problem01_label20_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.52        2.08        None
eca-rers2012/Problem01_label21_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.20        1.99        None
eca-rers2012/Problem01_label32_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.54        2.07        None
eca-rers2012/Problem01_label33_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.45        2.07        None
eca-rers2012/Problem01_label35_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.38        1.95        None
eca-rers2012/Problem01_label37_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.21        1.88        None
eca-rers2012/Problem01_label38_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.51        1.97        None
eca-rers2012/Problem01_label44_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.82        2.15        None
eca-rers2012/Problem01_label47_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.24        1.95        None
eca-rers2012/Problem01_label50_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.49        1.98        None
eca-rers2012/Problem01_label56_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.54        1.98        None
eca-rers2012/Problem01_label57_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.32        1.93        None
eca-rers2012/Problem02_label13_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.64        2.09        None
eca-rers2012/Problem02_label16_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.22        1.93        None
eca-rers2012/Problem02_label43_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.73        2.12        None
eca-rers2012/Problem02_label44_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.49        2.04        None
eca-rers2012/Problem02_label45_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.91        2.30        None
eca-rers2012/Problem02_label50_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.39        1.97        None
eca-rers2012/Problem02_label59_false-unreach-call_false-termination.c                                                                                                                                            unknown                       6.45        2.05        None
eca-rers2012/Problem03_label09_false-unreach-call.c                                                                                                                                                              unknown                       8.97        2.38        None
eca-rers2012/Problem03_label13_false-unreach-call.c                                                                                                                                                              unknown                       9.17        2.41        None
eca-rers2012/Problem03_label26_false-unreach-call.c                                                                                                                                                              unknown                       8.86        2.35        None
eca-rers2012/Problem03_label27_false-unreach-call.c                                                                                                                                                              unknown                       9.05        2.46        None
eca-rers2012/Problem03_label28_false-unreach-call.c                                                                                                                                                              unknown                       8.96        2.37        None
eca-rers2012/Problem03_label31_false-unreach-call.c                                                                                                                                                              unknown                       9.49        2.53        None
eca-rers2012/Problem03_label35_false-unreach-call.c                                                                                                                                                              unknown                       9.00        2.43        None
eca-rers2012/Problem03_label37_false-unreach-call.c                                                                                                                                                              unknown                       9.31        2.56        None
eca-rers2012/Problem03_label39_false-unreach-call.c                                                                                                                                                              unknown                       8.74        2.36        None
eca-rers2012/Problem03_label43_false-unreach-call.c                                                                                                                                                              unknown                       9.14        2.40        None
eca-rers2012/Problem03_label45_false-unreach-call.c                                                                                                                                                              unknown                       8.84        2.35        None
eca-rers2012/Problem03_label50_false-unreach-call.c                                                                                                                                                              unknown                       8.66        2.41        None
eca-rers2012/Problem03_label52_false-unreach-call.c                                                                                                                                                              unknown                       9.57        2.55        None
eca-rers2012/Problem04_label04_false-unreach-call.c                                                                                                                                                              unknown                      12.71        3.39        None
eca-rers2012/Problem04_label06_false-unreach-call.c                                                                                                                                                              unknown                      11.97        3.20        None
eca-rers2012/Problem04_label09_false-unreach-call.c                                                                                                                                                              unknown                      13.45        3.64        None
eca-rers2012/Problem04_label11_false-unreach-call_false-termination.c                                                                                                                                            unknown                      12.64        3.31        None
eca-rers2012/Problem04_label12_false-unreach-call_false-termination.c                                                                                                                                            unknown                      11.99        3.23        None
eca-rers2012/Problem04_label13_false-unreach-call.c                                                                                                                                                              unknown                      11.71        3.14        None
eca-rers2012/Problem04_label14_false-unreach-call_false-termination.c                                                                                                                                            unknown                      12.27        3.17        None
eca-rers2012/Problem04_label15_false-unreach-call.c                                                                                                                                                              unknown                      12.19        3.23        None
eca-rers2012/Problem04_label17_false-unreach-call_false-termination.c                                                                                                                                            unknown                      12.97        3.43        None
eca-rers2012/Problem04_label18_false-unreach-call.c                                                                                                                                                              unknown                      12.48        3.24        None
eca-rers2012/Problem04_label19_false-unreach-call.c                                                                                                                                                              unknown                      12.33        3.22        None
eca-rers2012/Problem04_label26_false-unreach-call.c                                                                                                                                                              unknown                      12.26        3.23        None
eca-rers2012/Problem04_label27_false-unreach-call_false-termination.c                                                                                                                                            unknown                      12.24        3.22        None
eca-rers2012/Problem04_label31_false-unreach-call.c                                                                                                                                                              unknown                      12.18        3.28        None
eca-rers2012/Problem04_label32_false-unreach-call.c                                                                                                                                                              unknown                      12.24        3.16        None
eca-rers2012/Problem04_label35_false-unreach-call.c                                                                                                                                                              unknown                      12.37        3.29        None
eca-rers2012/Problem04_label36_false-unreach-call_false-termination.c                                                                                                                                            unknown                      13.01        3.46        None
eca-rers2012/Problem04_label38_false-unreach-call.c                                                                                                                                                              unknown                      13.15        3.44        None
eca-rers2012/Problem04_label39_false-unreach-call.c                                                                                                                                                              unknown                      12.18        3.19        None
eca-rers2012/Problem04_label40_false-unreach-call_false-termination.c                                                                                                                                            unknown                      12.51        3.36        None
eca-rers2012/Problem04_label45_false-unreach-call.c                                                                                                                                                              unknown                      12.49        3.38        None
eca-rers2012/Problem04_label52_false-unreach-call.c                                                                                                                                                              unknown                      12.64        3.39        None
eca-rers2012/Problem04_label55_false-unreach-call.c                                                                                                                                                              unknown                      12.10        3.20        None
eca-rers2012/Problem04_label58_false-unreach-call_false-termination.c                                                                                                                                            unknown                      12.84        3.29        None
eca-rers2012/Problem05_label00_false-unreach-call.c                                                                                                                                                              unknown                      16.52        4.23        None
eca-rers2012/Problem05_label01_false-unreach-call.c                                                                                                                                                              unknown                      16.15        4.26        None
eca-rers2012/Problem05_label11_false-unreach-call.c                                                                                                                                                              unknown                      16.08        4.24        None
eca-rers2012/Problem05_label13_false-unreach-call.c                                                                                                                                                              unknown                      16.44        4.27        None
eca-rers2012/Problem05_label15_false-unreach-call.c                                                                                                                                                              unknown                      16.56        4.47        None
eca-rers2012/Problem05_label18_false-unreach-call.c                                                                                                                                                              unknown                      17.02        4.54        None
eca-rers2012/Problem05_label24_false-unreach-call.c                                                                                                                                                              unknown                      15.98        4.26        None
eca-rers2012/Problem05_label26_false-unreach-call.c                                                                                                                                                              unknown                      16.74        4.39        None
eca-rers2012/Problem05_label30_false-unreach-call.c                                                                                                                                                              unknown                      17.01        4.53        None
eca-rers2012/Problem05_label32_false-unreach-call.c                                                                                                                                                              unknown                      15.98        4.15        None
eca-rers2012/Problem05_label33_false-unreach-call.c                                                                                                                                                              unknown                      16.50        4.37        None
eca-rers2012/Problem05_label36_false-unreach-call.c                                                                                                                                                              unknown                      17.12        4.48        None
eca-rers2012/Problem05_label37_false-unreach-call.c                                                                                                                                                              unknown                      15.98        4.29        None
eca-rers2012/Problem05_label38_false-unreach-call.c                                                                                                                                                              unknown                      16.33        4.31        None
eca-rers2012/Problem05_label39_false-unreach-call.c                                                                                                                                                              unknown                      16.43        4.24        None
eca-rers2012/Problem05_label40_false-unreach-call.c                                                                                                                                                              unknown                      15.91        4.15        None
eca-rers2012/Problem05_label41_false-unreach-call.c                                                                                                                                                              unknown                      17.12        4.37        None
eca-rers2012/Problem05_label44_false-unreach-call.c                                                                                                                                                              unknown                      16.16        4.32        None
eca-rers2012/Problem05_label47_false-unreach-call.c                                                                                                                                                              unknown                      16.16        4.29        None
eca-rers2012/Problem05_label48_false-unreach-call.c                                                                                                                                                              unknown                      16.69        4.40        None
eca-rers2012/Problem05_label51_false-unreach-call.c                                                                                                                                                              unknown                      16.57        4.41        None
eca-rers2012/Problem05_label55_false-unreach-call.c                                                                                                                                                              unknown                      16.51        4.44        None
eca-rers2012/Problem05_label57_false-unreach-call.c                                                                                                                                                              unknown                      17.64        4.75        None
eca-rers2012/Problem05_label58_false-unreach-call.c                                                                                                                                                              unknown                      16.42        4.35        None
eca-rers2012/Problem06_label00_false-unreach-call.c                                                                                                                                                              unknown                      17.38        4.69        None
eca-rers2012/Problem06_label01_false-unreach-call.c                                                                                                                                                              unknown                      16.76        4.42        None
eca-rers2012/Problem06_label02_false-unreach-call.c                                                                                                                                                              unknown                      16.00        4.35        None
eca-rers2012/Problem06_label04_false-unreach-call.c                                                                                                                                                              unknown                      16.91        4.41        None
eca-rers2012/Problem06_label05_false-unreach-call.c                                                                                                                                                              unknown                      16.13        4.11        None
eca-rers2012/Problem06_label09_false-unreach-call.c                                                                                                                                                              unknown                      16.27        4.32        None
eca-rers2012/Problem06_label10_false-unreach-call.c                                                                                                                                                              unknown                      16.54        4.30        None
eca-rers2012/Problem06_label11_false-unreach-call.c                                                                                                                                                              unknown                      16.09        4.23        None
eca-rers2012/Problem06_label12_false-unreach-call.c                                                                                                                                                              unknown                      15.78        4.18        None
eca-rers2012/Problem06_label15_false-unreach-call.c                                                                                                                                                              unknown                      16.04        4.08        None
eca-rers2012/Problem06_label20_false-unreach-call.c                                                                                                                                                              unknown                      16.23        4.13        None
eca-rers2012/Problem06_label21_false-unreach-call.c                                                                                                                                                              unknown                      16.09        4.21        None
eca-rers2012/Problem06_label24_false-unreach-call.c                                                                                                                                                              unknown                      17.07        4.42        None
eca-rers2012/Problem06_label27_false-unreach-call.c                                                                                                                                                              unknown                      15.69        4.08        None
eca-rers2012/Problem06_label29_false-unreach-call.c                                                                                                                                                              unknown                      15.75        4.17        None
eca-rers2012/Problem06_label33_false-unreach-call.c                                                                                                                                                              unknown                      16.00        4.29        None
eca-rers2012/Problem06_label36_false-unreach-call.c                                                                                                                                                              unknown                      16.33        4.24        None
eca-rers2012/Problem06_label37_false-unreach-call.c                                                                                                                                                              unknown                      15.82        4.06        None
eca-rers2012/Problem06_label38_false-unreach-call.c                                                                                                                                                              unknown                      17.22        4.61        None
eca-rers2012/Problem06_label44_false-unreach-call.c                                                                                                                                                              unknown                      16.63        4.40        None
eca-rers2012/Problem06_label47_false-unreach-call.c                                                                                                                                                              unknown                      15.69        4.15        None
eca-rers2012/Problem06_label48_false-unreach-call.c                                                                                                                                                              unknown                      15.75        4.03        None
eca-rers2012/Problem06_label56_false-unreach-call.c                                                                                                                                                              unknown                      16.25        4.29        None
eca-rers2012/Problem06_label58_false-unreach-call.c                                                                                                                                                              unknown                      16.67        4.40        None
eca-rers2012/Problem06_label59_false-unreach-call.c                                                                                                                                                              unknown                      16.85        4.53        None
eca-rers2012/Problem07_label03_false-unreach-call.c                                                                                                                                                              unknown                      37.25       12.76        None
eca-rers2012/Problem07_label05_false-unreach-call.c                                                                                                                                                              unknown                      36.53       12.85        None
eca-rers2012/Problem07_label06_false-unreach-call.c                                                                                                                                                              unknown                      37.74       12.96        None
eca-rers2012/Problem07_label07_false-unreach-call.c                                                                                                                                                              unknown                      36.67       12.85        None
eca-rers2012/Problem07_label09_false-unreach-call.c                                                                                                                                                              unknown                      39.05       12.71        None
eca-rers2012/Problem07_label11_false-unreach-call.c                                                                                                                                                              unknown                      36.35       12.82        None
eca-rers2012/Problem07_label15_false-unreach-call.c                                                                                                                                                              unknown                      38.68       12.87        None
eca-rers2012/Problem07_label18_false-unreach-call.c                                                                                                                                                              unknown                      38.22       13.18        None
eca-rers2012/Problem07_label19_false-unreach-call.c                                                                                                                                                              unknown                      37.56       12.93        None
eca-rers2012/Problem07_label20_false-unreach-call.c                                                                                                                                                              unknown                      37.78       12.89        None
eca-rers2012/Problem07_label23_false-unreach-call.c                                                                                                                                                              unknown                      37.93       13.30        None
eca-rers2012/Problem07_label30_false-unreach-call.c                                                                                                                                                              unknown                      36.99       12.85        None
eca-rers2012/Problem07_label31_false-unreach-call.c                                                                                                                                                              unknown                      37.36       12.76        None
eca-rers2012/Problem07_label35_false-unreach-call.c                                                                                                                                                              unknown                      38.55       12.99        None
eca-rers2012/Problem07_label36_false-unreach-call.c                                                                                                                                                              unknown                      38.82       12.86        None
eca-rers2012/Problem07_label37_false-unreach-call.c                                                                                                                                                              unknown                      38.47       13.39        None
eca-rers2012/Problem07_label39_false-unreach-call.c                                                                                                                                                              unknown                      37.90       12.85        None
eca-rers2012/Problem07_label40_false-unreach-call.c                                                                                                                                                              unknown                      37.72       12.86        None
eca-rers2012/Problem07_label42_false-unreach-call.c                                                                                                                                                              unknown                      36.69       12.77        None
eca-rers2012/Problem07_label44_false-unreach-call.c                                                                                                                                                              unknown                      36.44       12.69        None
