   BENCHMARK INFORMATION
benchmark definition:    /u/wel2vw/cpa-cegar.xml
name:                    cpa-cegar
run sets:                sv-comp18
date:                    Wed, 2021-09-22 16:01:03 EDT
tool:                    CPAchecker 1.9
tool executable:         ./cpa.sh
options:                 -valueAnalysis-Cegar -heap 10000M -benchmark -timelimit 900s
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    doppio03
os:                      Linux-3.10.0-1127.el7.x86_64-x86_64-with-glibc2.17
cpu:                     Intel Xeon Gold 6130 CPU @ 2.10GHz
- cores:                 64
- max frequency:         3700.0 MHz
- turbo boost enabled:   True
ram:                     134655.91808 MB
------------------------------------------------------------



sv-comp18
Run set 1 of 1 with options '-valueAnalysis-Cegar -heap 10000M -benchmark -timelimit 900s' and propertyfile 'None'

inputfile                                                                                                                                                                                                        status                    cpu time   wall time        host
eca-rers2012/Problem12_label24_true-unreach-call.c                                                                                                                                                               TIMEOUT                     902.60      652.74        None
eca-rers2012/Problem12_label26_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.62      407.63        None
eca-rers2012/Problem12_label27_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.30      679.22        None
eca-rers2012/Problem12_label29_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.45      412.37        None
eca-rers2012/Problem12_label31_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.62      497.51        None
eca-rers2012/Problem12_label32_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.37      412.08        None
eca-rers2012/Problem12_label33_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.66      637.17        None
eca-rers2012/Problem12_label36_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.20      485.29        None
eca-rers2012/Problem12_label41_true-unreach-call.c                                                                                                                                                               TIMEOUT                     901.98      680.08        None
eca-rers2012/Problem12_label43_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.44      464.90        None
eca-rers2012/Problem12_label44_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.22      678.15        None
eca-rers2012/Problem12_label45_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.13      506.27        None
eca-rers2012/Problem12_label46_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.42      474.14        None
eca-rers2012/Problem12_label47_true-unreach-call.c                                                                                                                                                               TIMEOUT                     903.18      496.41        None
eca-rers2012/Problem12_label49_true-unreach-call.c                                                                                                                                                               TIMEOUT                     901.33      671.17        None
eca-rers2012/Problem12_label53_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.11      470.77        None
eca-rers2012/Problem12_label54_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.90      463.64        None
eca-rers2012/Problem12_label56_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.70      456.13        None
eca-rers2012/Problem12_label57_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.15      467.55        None
eca-rers2012/Problem12_label58_true-unreach-call.c                                                                                                                                                               TIMEOUT                     902.03      691.13        None
eca-rers2012/Problem12_label59_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.04      485.97        None
eca-rers2012/Problem13_label00_true-unreach-call.c                                                                                                                                                               TIMEOUT                     903.72      406.76        None
eca-rers2012/Problem13_label01_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.72      420.98        None
eca-rers2012/Problem13_label02_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.36      424.93        None
eca-rers2012/Problem13_label03_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.51      428.75        None
eca-rers2012/Problem13_label05_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.84      449.84        None
eca-rers2012/Problem13_label08_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.09      415.03        None
eca-rers2012/Problem13_label09_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.48      425.35        None
eca-rers2012/Problem13_label10_true-unreach-call.c                                                                                                                                                               TIMEOUT                     902.50      413.20        None
eca-rers2012/Problem13_label13_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.79      423.31        None
eca-rers2012/Problem13_label14_true-unreach-call.c                                                                                                                                                               TIMEOUT                     916.97      412.00        None
eca-rers2012/Problem13_label15_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.89      417.96        None
eca-rers2012/Problem13_label17_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.42      435.61        None
eca-rers2012/Problem13_label18_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.47      441.56        None
eca-rers2012/Problem13_label20_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.14      399.45        None
eca-rers2012/Problem13_label22_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.73      415.93        None
eca-rers2012/Problem13_label26_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.56      420.07        None
eca-rers2012/Problem13_label27_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.02      411.91        None
eca-rers2012/Problem13_label31_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.45      463.85        None
eca-rers2012/Problem13_label33_true-unreach-call.c                                                                                                                                                               TIMEOUT                     917.63      468.01        None
eca-rers2012/Problem13_label34_true-unreach-call.c                                                                                                                                                               TIMEOUT                     916.95      508.10        None
eca-rers2012/Problem13_label37_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.79      422.81        None
eca-rers2012/Problem13_label38_true-unreach-call.c                                                                                                                                                               TIMEOUT                     917.44      423.98        None
eca-rers2012/Problem13_label39_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.13      402.21        None
eca-rers2012/Problem13_label41_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.31      406.30        None
eca-rers2012/Problem13_label42_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.64      403.83        None
eca-rers2012/Problem13_label46_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.28      422.95        None
eca-rers2012/Problem13_label47_true-unreach-call.c                                                                                                                                                               TIMEOUT                     915.97      521.78        None
eca-rers2012/Problem13_label49_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.26      524.87        None
eca-rers2012/Problem13_label50_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.23      556.75        None
eca-rers2012/Problem13_label52_true-unreach-call.c                                                                                                                                                               TIMEOUT                     915.00      503.34        None
eca-rers2012/Problem13_label53_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.42      436.21        None
eca-rers2012/Problem13_label55_true-unreach-call.c                                                                                                                                                               TIMEOUT                     903.35      431.25        None
eca-rers2012/Problem13_label56_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.11      404.72        None
eca-rers2012/Problem13_label57_true-unreach-call.c                                                                                                                                                               TIMEOUT                     917.77      429.04        None
eca-rers2012/Problem13_label59_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.84      457.43        None
eca-rers2012/Problem14_label00_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     903.90      596.55        None
eca-rers2012/Problem14_label01_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     904.80      579.59        None
eca-rers2012/Problem14_label03_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     902.41      578.90        None
eca-rers2012/Problem14_label04_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     902.82      553.29        None
eca-rers2012/Problem14_label05_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     907.30      558.53        None
eca-rers2012/Problem14_label06_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     909.66      596.21        None
eca-rers2012/Problem14_label07_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     909.81      607.63        None
eca-rers2012/Problem14_label09_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     901.89      580.74        None
eca-rers2012/Problem14_label15_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     901.98      602.19        None
eca-rers2012/Problem14_label16_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     902.40      608.65        None
eca-rers2012/Problem14_label17_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     907.77      609.83        None
eca-rers2012/Problem14_label19_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     904.07      592.48        None
eca-rers2012/Problem14_label20_true-unreach-call_false-termination.c                                                                                                                                             true                          8.87        2.91        None
eca-rers2012/Problem14_label21_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     906.79      598.37        None
eca-rers2012/Problem14_label23_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     906.35      608.24        None
eca-rers2012/Problem14_label24_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     904.71      603.55        None
eca-rers2012/Problem14_label25_true-unreach-call_false-termination.c                                                                                                                                             true                          8.28        2.37        None
eca-rers2012/Problem14_label26_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     906.05      598.22        None
eca-rers2012/Problem14_label30_true-unreach-call_false-termination.c                                                                                                                                             true                          9.03        2.64        None
eca-rers2012/Problem14_label32_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     902.38      571.35        None
eca-rers2012/Problem14_label33_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     909.01      614.85        None
eca-rers2012/Problem14_label35_true-unreach-call_false-termination.c                                                                                                                                             true                          8.38        2.42        None
eca-rers2012/Problem14_label36_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     903.02      593.93        None
eca-rers2012/Problem14_label38_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     902.65      573.97        None
eca-rers2012/Problem14_label42_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     909.81      592.21        None
eca-rers2012/Problem14_label45_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     904.76      593.07        None
eca-rers2012/Problem14_label46_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     906.73      600.44        None
eca-rers2012/Problem14_label47_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     906.46      567.93        None
eca-rers2012/Problem14_label48_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     901.95      600.37        None
eca-rers2012/Problem14_label49_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     909.19      608.89        None
eca-rers2012/Problem14_label50_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     910.05      607.14        None
eca-rers2012/Problem14_label51_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     904.54      595.99        None
eca-rers2012/Problem14_label53_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     910.40      603.47        None
eca-rers2012/Problem14_label55_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     901.12      590.34        None
eca-rers2012/Problem14_label59_true-unreach-call_false-termination.c                                                                                                                                             TIMEOUT                     902.81      585.81        None
eca-rers2012/Problem15_label01_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.14      483.17        None
eca-rers2012/Problem15_label04_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.48      498.09        None
eca-rers2012/Problem15_label05_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.69      504.57        None
eca-rers2012/Problem15_label06_true-unreach-call.c                                                                                                                                                               TIMEOUT                     903.00      477.34        None
eca-rers2012/Problem15_label08_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.95      489.92        None
eca-rers2012/Problem15_label10_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.27      494.47        None
eca-rers2012/Problem15_label11_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.81      509.43        None
eca-rers2012/Problem15_label12_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.69      529.37        None
eca-rers2012/Problem15_label13_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.51      500.15        None
eca-rers2012/Problem15_label16_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.23      464.69        None
eca-rers2012/Problem15_label17_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.81      487.28        None
eca-rers2012/Problem15_label19_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.28      495.91        None
eca-rers2012/Problem15_label20_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.67      474.48        None
eca-rers2012/Problem15_label21_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.50      482.44        None
eca-rers2012/Problem15_label24_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.11      538.81        None
eca-rers2012/Problem15_label26_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.13      531.54        None
eca-rers2012/Problem15_label27_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.11      471.54        None
eca-rers2012/Problem15_label28_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.31      468.77        None
eca-rers2012/Problem15_label31_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.17      459.10        None
eca-rers2012/Problem15_label32_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.21      473.81        None
eca-rers2012/Problem15_label35_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.46      495.69        None
eca-rers2012/Problem15_label36_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.76      490.33        None
eca-rers2012/Problem15_label42_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.05      468.69        None
eca-rers2012/Problem15_label43_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.50      476.64        None
eca-rers2012/Problem15_label44_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.70      467.51        None
eca-rers2012/Problem15_label46_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.99      477.84        None
eca-rers2012/Problem15_label49_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.48      476.16        None
eca-rers2012/Problem15_label52_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.51      479.52        None
eca-rers2012/Problem15_label53_true-unreach-call.c                                                                                                                                                               TIMEOUT                     903.66      468.57        None
eca-rers2012/Problem15_label54_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.70      485.85        None
eca-rers2012/Problem15_label55_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.77      647.10        None
eca-rers2012/Problem15_label56_true-unreach-call.c                                                                                                                                                               TIMEOUT                     904.14      589.31        None
eca-rers2012/Problem15_label57_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.66      626.95        None
eca-rers2012/Problem15_label58_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.16      599.54        None
eca-rers2012/Problem15_label59_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.38      616.93        None
eca-rers2012/Problem16_label02_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.18      429.89        None
eca-rers2012/Problem16_label07_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.32      444.22        None
eca-rers2012/Problem16_label09_true-unreach-call.c                                                                                                                                                               TIMEOUT                     907.79      449.01        None
eca-rers2012/Problem16_label10_true-unreach-call.c                                                                                                                                                               TIMEOUT                     908.72      447.27        None
eca-rers2012/Problem16_label11_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.36      437.37        None
eca-rers2012/Problem16_label12_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.44      457.03        None
eca-rers2012/Problem16_label13_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.05      457.12        None
eca-rers2012/Problem16_label16_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.15      431.96        None
eca-rers2012/Problem16_label17_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.11      429.00        None
eca-rers2012/Problem16_label19_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.05      450.77        None
eca-rers2012/Problem16_label21_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.49      438.24        None
eca-rers2012/Problem16_label23_true-unreach-call.c                                                                                                                                                               true                         11.07        3.07        None
eca-rers2012/Problem16_label24_true-unreach-call.c                                                                                                                                                               true                         11.86        3.16        None
eca-rers2012/Problem16_label25_true-unreach-call.c                                                                                                                                                               true                         11.81        3.09        None
eca-rers2012/Problem16_label26_true-unreach-call.c                                                                                                                                                               true                         11.04        3.05        None
eca-rers2012/Problem16_label28_true-unreach-call.c                                                                                                                                                               TIMEOUT                     916.28      454.82        None
eca-rers2012/Problem16_label29_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.84      458.01        None
eca-rers2012/Problem16_label32_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.90      448.11        None
eca-rers2012/Problem16_label34_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.98      442.10        None
eca-rers2012/Problem16_label35_true-unreach-call.c                                                                                                                                                               TIMEOUT                     915.15      456.72        None
eca-rers2012/Problem16_label36_true-unreach-call.c                                                                                                                                                               TIMEOUT                     910.08      443.45        None
eca-rers2012/Problem16_label39_true-unreach-call.c                                                                                                                                                               TIMEOUT                     905.60      441.13        None
eca-rers2012/Problem16_label40_true-unreach-call.c                                                                                                                                                               TIMEOUT                     915.32      461.32        None
eca-rers2012/Problem16_label42_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.89      437.28        None
eca-rers2012/Problem16_label45_true-unreach-call.c                                                                                                                                                               TIMEOUT                     914.63      439.89        None
eca-rers2012/Problem16_label47_true-unreach-call.c                                                                                                                                                               true                         11.45        3.08        None
eca-rers2012/Problem16_label48_true-unreach-call.c                                                                                                                                                               true                         11.60        3.09        None
eca-rers2012/Problem16_label49_true-unreach-call.c                                                                                                                                                               true                         10.99        2.93        None
eca-rers2012/Problem16_label50_true-unreach-call.c                                                                                                                                                               true                         11.69        3.15        None
eca-rers2012/Problem16_label53_true-unreach-call.c                                                                                                                                                               TIMEOUT                     912.31      440.90        None
eca-rers2012/Problem16_label55_true-unreach-call.c                                                                                                                                                               true                         11.19        3.05        None
eca-rers2012/Problem16_label56_true-unreach-call.c                                                                                                                                                               true                         11.22        2.94        None
eca-rers2012/Problem16_label57_true-unreach-call.c                                                                                                                                                               true                         11.67        3.12        None
eca-rers2012/Problem16_label58_true-unreach-call.c                                                                                                                                                               true                         11.25        2.95        None
eca-rers2012/Problem16_label59_true-unreach-call.c                                                                                                                                                               TIMEOUT                     901.25      483.39        None
eca-rers2012/Problem17_label00_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.42      424.48        None
eca-rers2012/Problem17_label01_true-unreach-call.c                                                                                                                                                               TIMEOUT                     918.13      407.77        None
eca-rers2012/Problem17_label02_true-unreach-call.c                                                                                                                                                               TIMEOUT                     913.88      415.79        None
eca-rers2012/Problem17_label03_true-unreach-call.c                                                                                                                                                               TIMEOUT                     906.79      410.14        None
eca-rers2012/Problem17_label05_true-unreach-call.c                                                                                                                                                               TIMEOUT                     911.80      416.11        None
eca-rers2012/Problem17_label06_true-unreach-call.c                                                                                                                                                               TIMEOUT                     909.98      408.69        None
eca-rers2012/Problem17_label08_true-unreach-call.c                                                                                                                                                               TIMEOUT                     916.99      410.82        None
