   BENCHMARK INFORMATION
benchmark definition:    /u/wel2vw/cpa-symex.xml
name:                    cpa-symex
run sets:                sv-comp18
date:                    Sun, 2021-09-26 11:06:48 EDT
tool:                    CPAchecker 1.9
tool executable:         ./cpa.sh
options:                 -symbolicExecution -heap 10000M -benchmark -timelimit 900s
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    doppio04
os:                      Linux-3.10.0-1127.el7.x86_64-x86_64-with-glibc2.17
cpu:                     Intel Xeon Gold 6130 CPU @ 2.10GHz
- cores:                 64
- max frequency:         3700.0 MHz
- turbo boost enabled:   True
ram:                     134655.91808 MB
------------------------------------------------------------



sv-comp18
Run set 1 of 1 with options '-symbolicExecution -heap 10000M -benchmark -timelimit 900s' and propertyfile 'None'

inputfile                                                                            status                    cpu time   wall time        host
eca-rers2012/Problem10_label50_false-unreach-call.c                                  false(unreach-call)          41.26       22.58        None
eca-rers2012/Problem10_label55_false-unreach-call.c                                  false(unreach-call)          20.78        7.07        None
eca-rers2012/Problem10_label57_false-unreach-call.c                                  false(unreach-call)          22.29        7.80        None
eca-rers2012/Problem10_label58_false-unreach-call.c                                  false(unreach-call)          33.89       16.35        None
eca-rers2012/Problem11_label00_false-unreach-call.c                                  false(unreach-call)          35.63       16.46        None
eca-rers2012/Problem11_label08_false-unreach-call.c                                  false(unreach-call)          19.33        5.25        None
eca-rers2012/Problem11_label14_false-unreach-call.c                                  false(unreach-call)          21.10        6.34        None
eca-rers2012/Problem11_label15_false-unreach-call.c                                  false(unreach-call)          16.78        4.16        None
eca-rers2012/Problem11_label20_false-unreach-call.c                                  false(unreach-call)          30.14       12.61        None
eca-rers2012/Problem11_label29_false-unreach-call.c                                  false(unreach-call)          26.95        9.94        None
eca-rers2012/Problem11_label31_false-unreach-call.c                                  false(unreach-call)          31.62       13.17        None
eca-rers2012/Problem11_label34_false-unreach-call.c                                  false(unreach-call)          30.24       12.87        None
eca-rers2012/Problem11_label36_false-unreach-call.c                                  false(unreach-call)          16.17        3.99        None
eca-rers2012/Problem11_label39_false-unreach-call.c                                  false(unreach-call)          25.82        9.34        None
eca-rers2012/Problem11_label42_false-unreach-call.c                                  false(unreach-call)          22.79        7.68        None
