tool	CPAchecker 1.9	CPAchecker 1.9	CPAchecker 1.9	CPAchecker 1.9
run set	sv-comp18	sv-comp18	sv-comp18	sv-comp18
../../sv-benchmarks/c/	status	cputime (s)	walltime (s)	memory (MB)
ntdrivers-simplified/kbfiltr_simpl1_true-unreach-call_true-valid-memsafety_true-termination.cil.c	true	5.360218714	1.776044665952213	168.673280
ntdrivers-simplified/kbfiltr_simpl2_true-unreach-call_true-valid-memsafety_true-termination.cil.c	true	8.267548545	2.801323383988347	211.709952
ssh-simplified/s3_clnt_1_false-unreach-call_true-termination.cil.c	false(unreach-call)	19.74001919	8.993090074043721	380.612608
ssh-simplified/s3_clnt_2_false-unreach-call_true-termination.cil.c	false(unreach-call)	19.520650153	8.88189328298904	389.779456
ssh-simplified/s3_clnt_3_false-unreach-call_true-termination.cil.c	false(unreach-call)	20.560594455	9.497646202042233	393.232384
ssh-simplified/s3_clnt_4_false-unreach-call_true-termination.cil.c	false(unreach-call)	19.965837222	8.917064145032782	392.638464
ssh-simplified/s3_srvr_10_false-unreach-call_false-termination.cil.c	false(unreach-call)	6.373291849	2.0816652039648034	216.457216
ssh-simplified/s3_srvr_11_false-unreach-call_false-termination.cil.c	false(unreach-call)	201.353341189	178.7788065560162	954.028032
ssh-simplified/s3_srvr_12_false-unreach-call_false-termination.cil.c	TIMEOUT	900.874103756	765.5634973450215	852.439040
ssh-simplified/s3_srvr_13_false-unreach-call_false-termination.cil.c	false(unreach-call)	21.933959767	10.291232211980969	374.730752
ssh-simplified/s3_srvr_14_false-unreach-call_false-termination.cil.c	false(unreach-call)	8.418082672	2.5663341089966707	215.572480
ssh-simplified/s3_srvr_1_false-unreach-call_false-termination.cil.c	false(unreach-call)	14.428732694	4.444116371974815	314.023936
ssh-simplified/s3_srvr_2_false-unreach-call_false-termination.cil.c	false(unreach-call)	13.773495799	4.2873182779876515	338.718720
ssh-simplified/s3_srvr_6_false-unreach-call_false-termination.cil.c	false(unreach-call)	5.453592635	1.7944190180278383	182.919168
ssh-simplified/s3_clnt_1_true-unreach-call_true-termination.cil.c	TIMEOUT	901.935912985	691.523032129975	555.606016
ssh-simplified/s3_clnt_2_true-unreach-call_true-termination.cil.c	true	727.408458487	694.3546576549998	812.183552
ssh-simplified/s3_clnt_3_true-unreach-call_true-termination.cil.c	true	847.567142265	812.8547291820287	795.852800
